Date,Close
1/27/2017 16:00:00,145.18
1/30/2017 16:00:00,144.88
1/31/2017 16:00:00,147.56
2/1/2017 16:00:00,146.09
2/2/2017 16:00:00,145.57
2/3/2017 16:00:00,151.02
2/6/2017 16:00:00,149.64
2/7/2017 16:00:00,150.15
2/8/2017 16:00:00,151.89
2/9/2017 16:00:00,155.49
2/10/2017 16:00:00,155.29
2/13/2017 16:00:00,156.23
2/14/2017 16:00:00,156.91
2/15/2017 16:00:00,155.35
2/16/2017 16:00:00,152.93
2/17/2017 16:00:00,154.76
2/21/2017 16:00:00,155.8
2/22/2017 16:00:00,155.37
2/23/2017 16:00:00,152.74
2/24/2017 16:00:00,153.01
2/27/2017 16:00:00,153.95
2/28/2017 16:00:00,151.9
3/1/2017 16:00:00,115.21
3/2/2017 16:00:00,116.49
3/3/2017 16:00:00,115.55
3/6/2017 16:00:00,114.65
3/7/2017 16:00:00,114.25
3/8/2017 16:00:00,114.55
3/9/2017 16:00:00,115.05
3/10/2017 16:00:00,118.88
3/13/2017 16:00:00,117.68
3/14/2017 16:00:00,116.64
3/15/2017 16:00:00,116.95
3/16/2017 16:00:00,116.98
3/17/2017 16:00:00,115.81
3/20/2017 16:00:00,114.87
3/21/2017 16:00:00,111.1
3/22/2017 16:00:00,111.72
3/23/2017 16:00:00,111.89
3/24/2017 16:00:00,111.77
3/27/2017 16:00:00,111.8
3/28/2017 16:00:00,112.87
3/29/2017 16:00:00,113.43
3/30/2017 16:00:00,113.5
3/31/2017 16:00:00,112.68
4/3/2017 16:00:00,111.02
4/4/2017 16:00:00,109.82
4/5/2017 16:00:00,108.01
4/6/2017 16:00:00,110.88
4/7/2017 16:00:00,112.2
4/10/2017 16:00:00,112.41
4/11/2017 16:00:00,113.47
4/12/2017 16:00:00,113.38
4/13/2017 16:00:00,112.21
4/17/2017 16:00:00,109.87
4/18/2017 16:00:00,109.09
4/19/2017 16:00:00,109.16
4/20/2017 16:00:00,108.84
4/21/2017 16:00:00,108.55
4/24/2017 16:00:00,109.82
4/25/2017 16:00:00,110.4
4/26/2017 16:00:00,109.27
4/27/2017 16:00:00,109.95
4/28/2017 16:00:00,108.41
5/1/2017 16:00:00,108.42
5/2/2017 16:00:00,109.91
5/3/2017 16:00:00,113.14
5/4/2017 16:00:00,115.64
5/5/2017 16:00:00,116.31
5/8/2017 16:00:00,116.83
5/9/2017 16:00:00,118.3
5/10/2017 16:00:00,115.83
5/11/2017 16:00:00,115.15
5/12/2017 16:00:00,116.46
5/15/2017 16:00:00,119.61
5/16/2017 16:00:00,118.67
5/17/2017 16:00:00,114.47
5/18/2017 16:00:00,113.71
5/19/2017 16:00:00,116.5
5/22/2017 16:00:00,117.11
5/23/2017 16:00:00,118.12
5/24/2017 16:00:00,117.97
5/25/2017 16:00:00,117.64
5/26/2017 16:00:00,118.08
5/30/2017 16:00:00,117
5/31/2017 16:00:00,118.59
6/1/2017 16:00:00,138.99
6/2/2017 16:00:00,138.11
6/5/2017 16:00:00,140.52
6/6/2017 16:00:00,139.14
6/7/2017 16:00:00,140.03
6/8/2017 16:00:00,139.22
6/9/2017 16:00:00,134.04
6/12/2017 16:00:00,133
6/13/2017 16:00:00,134.75
6/14/2017 16:00:00,133.88
6/15/2017 16:00:00,132.04
6/16/2017 16:00:00,131.59
6/19/2017 16:00:00,134.14
6/20/2017 16:00:00,132.33
6/21/2017 16:00:00,132.94
6/22/2017 16:00:00,136.06
6/23/2017 16:00:00,138.41
6/26/2017 16:00:00,137.11
6/27/2017 16:00:00,134.98
6/28/2017 16:00:00,136.19
6/29/2017 16:00:00,134.7
6/30/2017 16:00:00,133.81
7/3/2017 16:00:00,132.93
7/5/2017 16:00:00,133.83
7/6/2017 16:00:00,132.64
7/7/2017 16:00:00,136.15
7/10/2017 16:00:00,137.57
7/11/2017 16:00:00,138.86
7/12/2017 16:00:00,139.39
7/13/2017 16:00:00,141
7/14/2017 16:00:00,138.96
7/17/2017 16:00:00,138.66
7/18/2017 16:00:00,139.43
7/19/2017 16:00:00,140.77
7/20/2017 16:00:00,139.51
7/21/2017 16:00:00,138.72
7/24/2017 16:00:00,139.45
7/25/2017 16:00:00,139.46
7/26/2017 16:00:00,138.73
7/27/2017 16:00:00,135.02
7/28/2017 16:00:00,133.7
7/31/2017 16:00:00,131.78
8/1/2017 16:00:00,133.08
8/2/2017 16:00:00,131.35
8/3/2017 16:00:00,131.75
8/4/2017 16:00:00,130.47
8/7/2017 16:00:00,130.98
8/8/2017 16:00:00,129.64
8/9/2017 16:00:00,129.89
8/10/2017 16:00:00,127.72
8/11/2017 16:00:00,128.84
8/14/2017 16:00:00,130.94
8/15/2017 16:00:00,131.43
8/16/2017 16:00:00,132.93
8/17/2017 16:00:00,130.56
8/18/2017 16:00:00,130.27
8/21/2017 16:00:00,131.07
8/22/2017 16:00:00,132.46
8/23/2017 16:00:00,130.44
8/24/2017 16:00:00,131.74
8/25/2017 16:00:00,128.63
8/28/2017 16:00:00,129.28
8/29/2017 16:00:00,130.08
8/30/2017 16:00:00,132.8
8/31/2017 16:00:00,132.69
9/1/2017 16:00:00,146.67
9/5/2017 16:00:00,144.03
9/6/2017 16:00:00,144.73
9/7/2017 16:00:00,143.67
9/8/2017 16:00:00,144.03
9/11/2017 16:00:00,144.88
9/12/2017 16:00:00,143.56
9/13/2017 16:00:00,144.14
9/14/2017 16:00:00,142.5
9/15/2017 16:00:00,143.45
9/18/2017 16:00:00,143.43
9/19/2017 16:00:00,142.87
9/20/2017 16:00:00,141.75
9/21/2017 16:00:00,140.06
9/22/2017 16:00:00,140.26
9/25/2017 16:00:00,138.24
9/26/2017 16:00:00,139.97
9/27/2017 16:00:00,139.92
9/28/2017 16:00:00,140.69
9/29/2017 16:00:00,144.1
10/2/2017 16:00:00,144.6
10/3/2017 16:00:00,144.35
10/4/2017 16:00:00,144.05
10/5/2017 16:00:00,145.5
10/6/2017 16:00:00,147.37
10/9/2017 16:00:00,146.42
10/10/2017 16:00:00,150.52
10/11/2017 16:00:00,149
10/12/2017 16:00:00,148.24
10/13/2017 16:00:00,149.91
10/16/2017 16:00:00,149.01
10/17/2017 16:00:00,149.42
10/18/2017 16:00:00,149.69
10/19/2017 16:00:00,149.33
10/20/2017 16:00:00,149.61
10/23/2017 16:00:00,148.23
10/24/2017 16:00:00,149.24
10/25/2017 16:00:00,148.55
10/26/2017 16:00:00,148.8
10/27/2017 16:00:00,146.66
10/30/2017 16:00:00,147.57
10/31/2017 16:00:00,147.2
11/1/2017 16:00:00,143.99
11/2/2017 16:00:00,143.23
11/3/2017 16:00:00,146.36
11/6/2017 16:00:00,147.97
11/7/2017 16:00:00,146.69
11/8/2017 16:00:00,148.46
11/9/2017 16:00:00,139
11/10/2017 16:00:00,140.35
11/13/2017 16:00:00,138.67
11/14/2017 16:00:00,138.81
11/15/2017 16:00:00,138.21
11/16/2017 16:00:00,138.7
11/17/2017 16:00:00,142.72
11/20/2017 16:00:00,142.53
11/21/2017 16:00:00,149.4
11/22/2017 16:00:00,151.39
11/24/2017 13:00:00,150.64
11/27/2017 16:00:00,150.67
11/28/2017 16:00:00,149.1
11/29/2017 16:00:00,144.9
11/30/2017 16:00:00,145.75
12/1/2017 16:00:00,143.77
12/4/2017 16:00:00,142.89
12/5/2017 16:00:00,142.82
12/6/2017 16:00:00,141.37
12/7/2017 16:00:00,142.83
12/8/2017 16:00:00,143.89
12/11/2017 16:00:00,144.16
12/12/2017 16:00:00,143.49
12/13/2017 16:00:00,144.87
12/14/2017 16:00:00,145.43
12/15/2017 16:00:00,147.26
12/18/2017 16:00:00,148.25
12/19/2017 16:00:00,148.94
12/20/2017 16:00:00,147.42
12/21/2017 16:00:00,146.61
12/22/2017 16:00:00,146.15
12/26/2017 16:00:00,146.19
12/27/2017 16:00:00,146.76
12/28/2017 16:00:00,146.87
12/29/2017 16:00:00,144.94
1/2/2018 16:00:00,148.55
1/3/2018 16:00:00,149.68
1/4/2018 16:00:00,149.26
1/5/2018 16:00:00,152.97
1/8/2018 16:00:00,153.65
1/9/2018 16:00:00,152.29
1/10/2018 16:00:00,153.06
1/11/2018 16:00:00,154.16
1/12/2018 16:00:00,153.52
1/16/2018 16:00:00,151.6
1/17/2018 16:00:00,154.23
1/18/2018 16:00:00,157.82
1/19/2018 16:00:00,157.22
1/22/2018 16:00:00,153.87
1/23/2018 16:00:00,159.53
1/24/2018 16:00:00,158.28
1/25/2018 16:00:00,157.28
1/26/2018 16:00:00,159.71
1/29/2018 16:00:00,156.72
1/30/2018 16:00:00,154.43
1/31/2018 16:00:00,157.87
2/1/2018 16:00:00,159.61
2/2/2018 16:00:00,155.18
2/5/2018 16:00:00,153.54
2/6/2018 16:00:00,156.56
2/7/2018 16:00:00,156.01
2/8/2018 16:00:00,151.32
2/9/2018 16:00:00,153.87
2/12/2018 16:00:00,155.25
2/13/2018 16:00:00,156.89
2/14/2018 16:00:00,158.37
2/15/2018 16:00:00,160.59
2/16/2018 16:00:00,162.08
2/20/2018 16:00:00,162.92
2/21/2018 16:00:00,164.4
2/22/2018 16:00:00,161.98
2/23/2018 16:00:00,165.54
2/26/2018 16:00:00,169.32
2/27/2018 16:00:00,173.24
2/28/2018 16:00:00,173.37
3/1/2018 16:00:00,173.44
3/2/2018 16:00:00,176.77
3/5/2018 16:00:00,180.27
3/6/2018 16:00:00,183.22
3/7/2018 16:00:00,186.27
3/8/2018 16:00:00,187.65
3/9/2018 16:00:00,188.51
3/12/2018 16:00:00,189.73
3/13/2018 16:00:00,188.24
3/14/2018 16:00:00,188.45
3/15/2018 16:00:00,189.01
3/16/2018 16:00:00,187.46
3/19/2018 16:00:00,186.12
3/20/2018 16:00:00,187.86
3/21/2018 16:00:00,187.97
3/22/2018 16:00:00,184.83
3/23/2018 16:00:00,181.76
3/26/2018 16:00:00,187.45
3/27/2018 16:00:00,179.44
3/28/2018 16:00:00,176.9
3/29/2018 16:00:00,181.52
4/2/2018 16:00:00,180.14
4/3/2018 16:00:00,184.37
4/4/2018 16:00:00,189.24
4/5/2018 16:00:00,196.4
4/6/2018 16:00:00,193.84
4/9/2018 16:00:00,187.92
4/10/2018 16:00:00,186.82
4/11/2018 16:00:00,186.99
4/12/2018 16:00:00,190.48
4/13/2018 16:00:00,187.38
4/16/2018 16:00:00,189.02
4/17/2018 16:00:00,191.9
4/18/2018 16:00:00,191.9
4/19/2018 16:00:00,192.02
4/20/2018 16:00:00,192.07
4/23/2018 16:00:00,192.27
4/24/2018 16:00:00,191.27
4/25/2018 16:00:00,190.55
4/26/2018 16:00:00,193.71
4/27/2018 16:00:00,192.47
4/30/2018 16:00:00,192.51
5/1/2018 16:00:00,194.12
5/2/2018 16:00:00,196.69
5/3/2018 16:00:00,193.42
5/4/2018 16:00:00,195.36
5/7/2018 16:00:00,198.54
5/8/2018 16:00:00,201.8
5/9/2018 16:00:00,206.61
5/10/2018 16:00:00,205.89
5/11/2018 16:00:00,202.31
5/14/2018 16:00:00,200.1
5/15/2018 16:00:00,202.24
5/16/2018 16:00:00,199.78
5/17/2018 16:00:00,200.02
5/18/2018 16:00:00,201.75
5/21/2018 16:00:00,206.7
5/22/2018 16:00:00,204.33
5/23/2018 16:00:00,207.02
5/24/2018 16:00:00,209.15
5/25/2018 16:00:00,209.29
5/29/2018 16:00:00,207.85
5/30/2018 16:00:00,209.67
5/31/2018 16:00:00,208.09
6/1/2018 16:00:00,209.19
6/4/2018 16:00:00,208.09
6/5/2018 16:00:00,203.86
6/6/2018 16:00:00,202.98
6/7/2018 16:00:00,198.5
6/8/2018 16:00:00,199.33
6/11/2018 16:00:00,198.71
6/12/2018 16:00:00,207.42
6/13/2018 16:00:00,213.05
6/14/2018 16:00:00,215.56
6/15/2018 16:00:00,214.6
6/18/2018 16:00:00,211.84
6/19/2018 16:00:00,210.97
6/20/2018 16:00:00,215.44
6/21/2018 16:00:00,212.7
6/22/2018 16:00:00,207.59
6/25/2018 16:00:00,202.34
6/26/2018 16:00:00,203.88
6/27/2018 16:00:00,201.12
6/28/2018 16:00:00,204.92
6/29/2018 16:00:00,205.47
7/2/2018 16:00:00,209.44
7/3/2018 13:00:00,209.68
7/5/2018 16:00:00,208.47
7/6/2018 16:00:00,211.16
7/9/2018 16:00:00,208.9
7/10/2018 16:00:00,210.7
7/11/2018 16:00:00,212.79
7/12/2018 16:00:00,218.32
7/13/2018 16:00:00,215.95
7/16/2018 16:00:00,214.36
7/17/2018 16:00:00,216.58
7/18/2018 16:00:00,216.22
7/19/2018 16:00:00,214.58
7/20/2018 16:00:00,214.06
7/23/2018 16:00:00,211.64
7/24/2018 16:00:00,208.76
7/25/2018 16:00:00,214.74
7/26/2018 16:00:00,215.37
7/27/2018 16:00:00,207.97
7/30/2018 16:00:00,195.66
7/31/2018 16:00:00,198.26
8/1/2018 16:00:00,200.18
8/2/2018 16:00:00,208.86
8/3/2018 16:00:00,206.96
8/6/2018 16:00:00,211.41
8/7/2018 16:00:00,212.4
8/8/2018 16:00:00,212.13
8/9/2018 16:00:00,213.1
8/10/2018 16:00:00,212.62
8/13/2018 16:00:00,210.55
8/14/2018 16:00:00,210.8
8/15/2018 16:00:00,204.83
8/16/2018 16:00:00,210.5
8/17/2018 16:00:00,213.09
8/20/2018 16:00:00,212.62
8/21/2018 16:00:00,212.29
8/22/2018 16:00:00,215.59
8/23/2018 16:00:00,216.71
8/24/2018 16:00:00,225.43
8/27/2018 16:00:00,226.75
8/28/2018 16:00:00,229.22
8/29/2018 16:00:00,231.23
8/30/2018 16:00:00,230.24
8/31/2018 16:00:00,231.15
9/4/2018 16:00:00,229.03
9/5/2018 16:00:00,222.23
9/6/2018 16:00:00,220.37
9/7/2018 16:00:00,227.61
9/10/2018 16:00:00,236.12
9/11/2018 16:00:00,234.12
9/12/2018 16:00:00,236.23
9/13/2018 16:00:00,236.1
9/14/2018 16:00:00,234.62
9/17/2018 16:00:00,232
9/18/2018 16:00:00,234.05
9/19/2018 16:00:00,229.02
9/20/2018 16:00:00,230.01
9/21/2018 16:00:00,229.52
9/24/2018 16:00:00,230.66
9/25/2018 16:00:00,229.68
9/26/2018 16:00:00,226.15
9/27/2018 16:00:00,225.77
9/28/2018 16:00:00,225.26
10/1/2018 16:00:00,224.81
10/2/2018 16:00:00,222.74
10/3/2018 16:00:00,221.3
10/4/2018 16:00:00,219.32
10/5/2018 16:00:00,215.71
10/8/2018 16:00:00,212.38
10/9/2018 16:00:00,212.32
10/10/2018 16:00:00,202.38
10/11/2018 16:00:00,203.17
10/12/2018 16:00:00,211.95
10/15/2018 16:00:00,209.2
10/16/2018 16:00:00,205
10/17/2018 16:00:00,206.05
10/18/2018 16:00:00,202.56
10/19/2018 16:00:00,193.51
10/22/2018 16:00:00,194.39
10/23/2018 16:00:00,197.08
10/24/2018 16:00:00,185.75
10/25/2018 16:00:00,190.62
10/26/2018 16:00:00,185.41
10/29/2018 16:00:00,178.99
10/30/2018 16:00:00,177.66
10/31/2018 16:00:00,183.04
11/1/2018 16:00:00,188.76
11/2/2018 16:00:00,184.24
11/5/2018 16:00:00,182.79
11/6/2018 16:00:00,183.8
11/7/2018 16:00:00,189.35
11/8/2018 16:00:00,188.44
11/9/2018 16:00:00,183.09
11/12/2018 16:00:00,177.35
11/13/2018 16:00:00,176.8
11/14/2018 16:00:00,176.78
11/15/2018 16:00:00,172.37
11/16/2018 16:00:00,169.61
11/19/2018 16:00:00,163.44
11/20/2018 16:00:00,165.75
11/21/2018 16:00:00,166.94
11/23/2018 13:00:00,166.4
11/26/2018 16:00:00,170.32
11/27/2018 16:00:00,166.59
11/28/2018 16:00:00,176.54
11/29/2018 16:00:00,176.05
11/30/2018 16:00:00,172.95
12/3/2018 16:00:00,179.31
12/4/2018 16:00:00,177.25
12/6/2018 16:00:00,181.78
12/7/2018 16:00:00,175.09
12/10/2018 16:00:00,179.24
12/11/2018 16:00:00,184.42
12/12/2018 16:00:00,189.52
12/13/2018 16:00:00,188.13
12/14/2018 16:00:00,184.03
12/17/2018 16:00:00,176.61
12/18/2018 16:00:00,177.22
12/19/2018 16:00:00,178.99
12/20/2018 16:00:00,179.44
12/21/2018 16:00:00,173.31
12/24/2018 13:00:00,169.95
12/26/2018 16:00:00,181.65
12/27/2018 16:00:00,182.27
12/28/2018 16:00:00,184.13
12/31/2018 16:00:00,188.35
1/2/2019 16:00:00,183.21
1/3/2019 16:00:00,179.7
1/4/2019 16:00:00,184.39
1/7/2019 16:00:00,187.35
1/8/2019 16:00:00,190.43
1/9/2019 16:00:00,193.11
1/10/2019 16:00:00,196
1/11/2019 16:00:00,195.97
1/14/2019 16:00:00,194.93
1/15/2019 16:00:00,200.17
1/16/2019 16:00:00,201.3
1/17/2019 16:00:00,203.3
1/18/2019 16:00:00,203.3
1/22/2019 16:00:00,203
1/23/2019 16:00:00,205.72
1/24/2019 16:00:00,210.47
1/25/2019 16:00:00,209.72
1/28/2019 16:00:00,207.61
1/29/2019 16:00:00,206.77
1/30/2019 16:00:00,212.86
1/31/2019 16:00:00,214.82
2/1/2019 16:00:00,220.27
2/4/2019 16:00:00,220.16
2/5/2019 16:00:00,218.93
2/6/2019 16:00:00,220.55
2/7/2019 16:00:00,219.45
2/8/2019 16:00:00,224.62
2/11/2019 16:00:00,223.86
2/12/2019 16:00:00,224.45
2/13/2019 16:00:00,222.16
2/14/2019 16:00:00,225.16
2/15/2019 16:00:00,226.77
2/19/2019 16:00:00,229.9
2/20/2019 16:00:00,226.64
2/21/2019 16:00:00,226.18
2/22/2019 16:00:00,230.1
2/25/2019 16:00:00,233.88
2/26/2019 16:00:00,235.55
2/27/2019 16:00:00,254.88
2/28/2019 16:00:00,246.27
3/1/2019 16:00:00,245.47
3/4/2019 16:00:00,242.54
3/5/2019 16:00:00,234.34
3/6/2019 16:00:00,234.44
3/7/2019 16:00:00,234.52
3/8/2019 16:00:00,234.63
3/11/2019 16:00:00,240.88
3/12/2019 16:00:00,240.22
3/13/2019 16:00:00,242.75
3/14/2019 16:00:00,242.76
3/15/2019 16:00:00,239.72
3/18/2019 16:00:00,241.01
3/19/2019 16:00:00,242.5
3/20/2019 16:00:00,245.82
3/21/2019 16:00:00,249.79
3/22/2019 16:00:00,242.36
3/25/2019 16:00:00,241.83
3/26/2019 16:00:00,244.2
3/27/2019 16:00:00,239.45
3/28/2019 16:00:00,238.39
3/29/2019 16:00:00,242.88
4/1/2019 16:00:00,241.41
4/2/2019 16:00:00,240.2
4/3/2019 16:00:00,242.21
4/4/2019 16:00:00,237.07
4/5/2019 16:00:00,238.85
4/8/2019 16:00:00,238.88
4/9/2019 16:00:00,240.77
4/10/2019 16:00:00,242.52
4/11/2019 16:00:00,245.93
4/12/2019 16:00:00,244.66
4/15/2019 16:00:00,248.22
4/16/2019 16:00:00,244.48
4/17/2019 16:00:00,239.43
4/18/2019 16:00:00,235.46
4/22/2019 16:00:00,239.28
4/23/2019 16:00:00,241.09
4/24/2019 16:00:00,243.11
4/25/2019 16:00:00,245.46
4/26/2019 16:00:00,245.84
4/29/2019 16:00:00,249.2
4/30/2019 16:00:00,248.83
5/1/2019 16:00:00,246.39
5/2/2019 16:00:00,246.73
5/3/2019 16:00:00,250.77
5/6/2019 16:00:00,247.84
5/7/2019 16:00:00,238.21
5/8/2019 16:00:00,238.5
5/9/2019 16:00:00,237.83
5/10/2019 16:00:00,234.95
5/13/2019 16:00:00,224.5
5/14/2019 16:00:00,226.85
5/15/2019 16:00:00,219.75
5/16/2019 16:00:00,224.83
5/17/2019 16:00:00,225.62
5/20/2019 16:00:00,223.69
5/21/2019 16:00:00,227.74
5/22/2019 16:00:00,228
5/23/2019 16:00:00,215.79
5/24/2019 16:00:00,216.26
5/28/2019 16:00:00,214.48
5/29/2019 16:00:00,215.32
5/30/2019 16:00:00,204.3
5/31/2019 16:00:00,200.14
6/3/2019 16:00:00,196.7
6/4/2019 16:00:00,201.71
6/5/2019 16:00:00,199.21
6/6/2019 16:00:00,197.54
6/7/2019 16:00:00,195.54
6/10/2019 16:00:00,198.93
6/11/2019 16:00:00,200.79
6/12/2019 16:00:00,203.05
6/13/2019 16:00:00,205.47
6/14/2019 16:00:00,203.29
6/17/2019 16:00:00,205
6/18/2019 16:00:00,205.35
6/19/2019 16:00:00,209.12
6/20/2019 16:00:00,206.64
6/21/2019 16:00:00,204.49
6/24/2019 16:00:00,198.51
6/25/2019 16:00:00,198.54
6/26/2019 16:00:00,199.58
6/27/2019 16:00:00,204.89
6/28/2019 16:00:00,203.76
7/1/2019 16:00:00,205.63
7/2/2019 16:00:00,204.76
7/3/2019 13:00:00,208.95
7/5/2019 16:00:00,209.42
7/8/2019 16:00:00,209.83
7/9/2019 16:00:00,215.34
7/10/2019 16:00:00,214.68
7/11/2019 16:00:00,217.66
7/12/2019 16:00:00,216.94
7/15/2019 16:00:00,219.66
7/16/2019 16:00:00,219.87
7/17/2019 16:00:00,223.64
7/18/2019 16:00:00,222.31
7/19/2019 16:00:00,222.26
7/22/2019 16:00:00,221.59
7/23/2019 16:00:00,223.95
7/24/2019 16:00:00,225.02
7/25/2019 16:00:00,223.4
7/26/2019 16:00:00,227.03
7/29/2019 16:00:00,225.65
7/30/2019 16:00:00,227.78
7/31/2019 16:00:00,226.54
8/1/2019 16:00:00,225.39
8/2/2019 16:00:00,221.56
8/5/2019 16:00:00,214.53
8/6/2019 16:00:00,214.11
8/7/2019 16:00:00,211.98
8/8/2019 16:00:00,215.05
8/9/2019 16:00:00,215.19
8/12/2019 16:00:00,216.3
8/13/2019 16:00:00,222.46
8/14/2019 16:00:00,216.57
8/15/2019 16:00:00,214.61
8/16/2019 16:00:00,199.27
8/19/2019 16:00:00,198.03
8/20/2019 16:00:00,199.68
8/21/2019 16:00:00,203.77
8/22/2019 16:00:00,204.56
8/23/2019 16:00:00,201.57
8/26/2019 16:00:00,203.65
8/27/2019 16:00:00,202.08
8/28/2019 16:00:00,198.2
8/29/2019 16:00:00,200.15
8/30/2019 16:00:00,203.62
9/3/2019 16:00:00,199.13
9/4/2019 16:00:00,200.49
9/5/2019 16:00:00,212.05
9/6/2019 16:00:00,215.92
9/9/2019 16:00:00,211.18
9/10/2019 16:00:00,206.84
9/11/2019 16:00:00,214.41
9/12/2019 16:00:00,209.24
9/13/2019 16:00:00,208.35
9/16/2019 16:00:00,215.8
9/17/2019 16:00:00,212.69
9/18/2019 16:00:00,210.19
9/19/2019 16:00:00,208.89
9/20/2019 16:00:00,208.25
9/23/2019 16:00:00,209.71
9/24/2019 16:00:00,207.47
9/25/2019 16:00:00,211.36
9/26/2019 16:00:00,208.79
9/27/2019 16:00:00,202.4
9/30/2019 16:00:00,203.83
10/1/2019 16:00:00,205
10/2/2019 16:00:00,205.41
10/3/2019 16:00:00,208.46
10/4/2019 16:00:00,210.57
10/7/2019 16:00:00,212.81
10/8/2019 16:00:00,206.94
10/9/2019 16:00:00,209.41
10/10/2019 16:00:00,209.3
10/11/2019 16:00:00,210.42
10/14/2019 16:00:00,213.55
10/15/2019 16:00:00,212.58
10/16/2019 16:00:00,212.94
10/17/2019 16:00:00,214.27
10/18/2019 16:00:00,212.61
10/21/2019 16:00:00,212.27
10/22/2019 16:00:00,213.41
10/23/2019 16:00:00,217.2
10/24/2019 16:00:00,221.57
10/25/2019 16:00:00,224.65
10/28/2019 16:00:00,227.95
10/29/2019 16:00:00,224.59
10/30/2019 16:00:00,226.98
10/31/2019 16:00:00,227.39
11/1/2019 16:00:00,233.57
11/4/2019 16:00:00,234.02
11/5/2019 16:00:00,233.52
11/6/2019 16:00:00,232.69
11/7/2019 16:00:00,233.86
11/8/2019 16:00:00,236.93
11/11/2019 16:00:00,236.01
11/12/2019 16:00:00,241.15
11/13/2019 16:00:00,243.23
11/14/2019 16:00:00,245.51
11/15/2019 16:00:00,247
11/18/2019 16:00:00,248.59
11/19/2019 16:00:00,248.18
11/20/2019 16:00:00,247.87
11/21/2019 16:00:00,246.74
11/22/2019 16:00:00,246.87
11/25/2019 16:00:00,250.28
11/26/2019 16:00:00,220.37
11/27/2019 16:00:00,222.27
11/29/2019 13:00:00,227.22
12/2/2019 16:00:00,224.71
12/3/2019 16:00:00,227.01
12/4/2019 16:00:00,225.62
12/5/2019 16:00:00,228.87
12/6/2019 16:00:00,226.39
12/9/2019 16:00:00,225.86
12/10/2019 16:00:00,225.29
12/11/2019 16:00:00,226.97
12/12/2019 16:00:00,226.89
12/13/2019 16:00:00,226.99
12/16/2019 16:00:00,229.69
12/17/2019 16:00:00,230.67
12/18/2019 16:00:00,229.42
12/19/2019 16:00:00,229.1
12/20/2019 16:00:00,230.01
12/23/2019 16:00:00,231.33
12/24/2019 13:00:00,231.79
12/26/2019 16:00:00,233.54
12/27/2019 16:00:00,233.27
12/30/2019 16:00:00,231.43
12/31/2019 16:00:00,231.25
1/2/2020 16:00:00,235.41
1/3/2020 16:00:00,236.83
1/6/2020 16:00:00,240.26
1/7/2020 16:00:00,241.64
1/8/2020 16:00:00,238.57
1/9/2020 16:00:00,240.07
1/10/2020 16:00:00,237.87
1/13/2020 16:00:00,240.92
1/14/2020 16:00:00,240
1/15/2020 16:00:00,240.7
